All,Alle
"An error occurred during processing; coupon with id %1 expiration date wasn't updated. The error message was: %2","Det oppstod en feil under behandlingen; kupong med id ""%1""s utløpsdato ikke ble oppdatert. Feilmeldingen var: %2"
"Future Update in this time range already exists. Select a different range to add a new Future Update.","Fremtidig oppdatering i dette tidsintervallet finnes allerede. Velg et annet område å legge til en ny fremtidig oppdatering."
"Not enough arguments","Ikke nok argumenter"
"File not found","Finner ikke filen"
"Fatal Error","Uopprettelig feil"
"Add Scheduled Export","Legg til planlagt eksport"
"Add Scheduled Import","Legg til planlagt Import"
"Scheduled Import/Export","Planlagt Import/eksport"
"Server Type",Servertype
"File Directory",Filkatalog
"FTP Host[:Port]","FTP-vert [:Port]"
"File Mode",Fil-modus
"Passive Mode","Passiv modus"
"We cannot change status for all items.","Vi kan ikke endre status for alle varer."
"Scheduled Export","Planlagt Eksport"
"New Scheduled Export","Ny Planlagt Eksport"
"You saved the scheduled import.","Du lagret planlagt import."
"You saved the scheduled report.","Du lagret planlagt rapport."
"You deleted the scheduled import.","Du slettet planlagt import."
"You deleted the scheduled export.","Du slettet planlagt eksport."
"Are you sure you want to delete this scheduled import?","Er du sikker på at du vil slette denne planlagte importen?"
"Are you sure you want to delete this scheduled export?","Er du sikker på at du vil slette denne planlagte eksporten?"
"We were unable to save the cron expression.","Vi kunne ikke lagre cron-uttrykket."
"Unable to delete the cron task.","Kunne ikke slette cron-oppgaven."
"Please correct the cron job task","Vennligst rett cron-job-oppgaven"
"File has been not created","Filen har ikke blitt laget"
"Something went wrong and the operation failed.","Noe gikk galt og operasjonen misslyktes."
"Connecting to server","Kobler til server"
"Reading import file","Leser importfilen"
"Save file content","Lagre filinnhold"
"Please correct the server type.","Vennligst rett server typen."
"Local Server","Lokal Server"
Binary,Binær
"Stop Import","Stopp Import"
"Continue Processing","Fortsett prosesseringen"
Successful,Vellykket
"Can not open file","Kan ikke åpne fil"
"Operation name:",Operasjonsnavn:
"Entity type:",Enhetstype:
"Date & Time:","Dato & tid:"
"Log trace:","Log spor:"
"Are you sure you want to delete the selected scheduled imports/exports?","Er du sikker på at du vil slette den valgte planlagte importen/ eksporten?"
"Search Term",Søkeord
"Search Synonyms","Søk synonymer"
"New Synonym Group","Ny synonymgruppe"
"Delete Synonym Group","Slett synonymgruppe"
"Save Search","Lagre søk"
"Delete Search","Slette søk"
"Edit Search '%1'","Rediger søk '%1'"
"New Search","Nytt søk"
"Search Information",Søkeinformasjon
"Number of results","Antall resultat"
"You deleted the search.","Du slettet søket."
"This search no longer exists.","Dette søket finnes ikke lenger."
"Edit Search","Rediger søk"
"Are you sure you want to delete synonym group with id: %1?","Er du sikker på at du ønsker å slette synonyme grupper med id %1?"
"    All Store Views","    Alle butikkvisninger"
"Search entire store here...","Søk i hele butikken her..."
"There are no search terms available.","Det er ingen søkeord."
"Search Engine",Søkemotor
Hits,Treff
"Suggested Terms","Foreslåtte søk"
Synonyms,Synonym
"Account Activity",Kontoaktivitet
"All other open sessions for this account were terminated.","Alle andre åpne økter for denne kontoen ble avsluttet."
"We couldn't logout because of an error.","Vi kunne ikke logge ut på grunn av en feil."
"Someone logged into this account from another device or browser. Your current session is terminated.","En person logget inn på denne kontoen fra en annen enhet eller nettleser. Den gjeldende økten er avsluttet."
"Your current session is terminated by another user of this account.","Gjeldende økt er avsluttet av en annen bruker av denne kontoen."
"Your current session has been expired.","Din gjeldende økt har utløpt."
"By IP and Email","Ved IP og epost"
"By IP","Ved IP"
"By Email","Via e-post"
"Time of session start","Tidspunkt for øktstart"
"Are you sure that you want to log out all other sessions?","Er du sikker på at du ønsker å logge ut av alle øktene?"
"Log out all other sessions","Logg ut av alle økter"
"This computer is using IP address %1.","Denne datamaskinen bruker IP-adressen %1."
"Admin Account Sharing","Admin Konto Deling"
"If set to Yes, you can log in from multiple computers into same account. Default setting No improves security.","Hvis satt til Ja, kan du logge inn fra flere datamaskiner på samme konto. Standardinnstillingen Nei forbedrer sikkerheten."
"Password Reset Protection Type","Passordendring beskyttelsestype"
"Max Number of Password Reset Requests","Maks antall tillatte passordendringer"
"Limit the number of password reset request per hour. Use 0 to disable.","Begrens antall passord endringer per time. Bruk 0 for å deaktivere."
"Min Time Between Password Reset Requests","Minimumstid mellom passord nullstillingsforespørsler"
"You can't send messages more than %1 times an hour.","Du kan ikke sende meldinger mer enn %1 ganger i timen."
"The link to a friend was sent.","Koblingen til en venn ble sendt."
"We found some problems with the data.","Vi fant noen problemer med dataene."
"Some emails were not sent.","Noen e-poster ble ikke sendt."
"Please enter a sender name.","Vennligst angi et avsender navn."
"Invalid Sender Email","Ugyldig sender epost"
"Please enter a message.","Skriv inn en melding."
"Cookie (unsafe)","Informasjonskapsel (usikker)"
"%sender_name wants to share this product with you:","%sender_name ønsker å dele dette produktet med deg:"
"Select Email Template","Velg e-post-mal"
"Max Recipients","Max mottakere"
"Catalog Structure","Katalog struktur"
"Catalog Id","Katalog id"
"Store Id","Butikk Id"
"This action cannot be undone. Are you sure you want to delete this catalog?","Denne handlingen kan ikke angres. Er du sikker på at du vil slette denne katalogen?"
Pricing,Prising
"Shared Catalogs","Delte kataloger"
"New Shared Catalog","Ny delt katalog"
"Duplicate of %1","Duplikat av %1"
"You saved the shared catalog.","Du lagret den delte katalogen."
"Something went wrong while saving the shared catalog.","Noe gikk galt under lagring av den delte katalogen."
"Cannot delete product with id %1","Kunne ikke lette produkt med id %1"
"Cannot delete shared catalog with id %1","Kunne ikke slette produkt med id %1"
"Website 3","Nettside 3"
"Website 1","Nettside 1"
"Group or Catalog","Gruppe eller Katalog"
Store:,Butikk:
Website:,Nettside:
Assign,Tilordne
products,produkter
included,inkludert
"Shared Catalog","Delt katalog"
Assigned,Tildelt
"New Price","Ny pris"
"New Shipment for Order #%1","Ny forsendelse for ordre #%1"
"Submit Shipment","Sende forsendelsen"
"You are trying to add a quantity for some products that doesn't match the quantity that was shipped.","Du prøver å legge til et antall for noen produkter som ikke samsvarer med antallet som ble sendt."
"The value that you entered is not valid.","Den innskrevne verdien er ikke gyldig."
"Add Tracking Number","Legge til sporingsnummer"
"Send Tracking Information","Send sporingsinformasjon"
"Are you sure you want to send a Shipment email to customer?","Er du sikker på at du vil sende en forsendelses e-post til kunden?"
"the shipment email was sent","forsendelsen e-posten ble sendt"
"the shipment email is not sent","forsendelsen epost ikke sendt"
"Shipment #%1 | %3 (%2)","Forsendelsen #%1 | %3 (%2)"
"Create Shipping Label...","Opprett fraktetikett..."
"Delivered on:",Levert:
"About Your Shipment","Om din forsendelse"
"Cannot add tracking number.","Kan ikke legge til sporingsnummer."
"You created the shipping label.","Du har lagd fraktetikett."
"An error occurred while creating shipping label.","Det oppstod en feil under oppretting av fraktetikett."
"You sent the shipment.","Du sendte forsendelsen."
"Cannot send shipment information.","Kan ikke sende forsendelsesinformasjon."
"There are no shipping labels related to selected orders.","Det er ingen fraktetikett relatert til valgte ordre."
"New Shipment","Ny forsendelse"
"The shipment has been created.","Forsendelsen er opprettet."
"Cannot save shipment.","Kan ikke lagre forsendelsen."
"Cannot do shipment for the order separately from invoice.","Kan ikke gjøre forsendelsen for ordren separat fra fakturaen."
"Cannot do shipment for the order.","Kan ikke gjennomføre forsendelse for ordren."
"There are no shipping labels related to selected shipments.","Det er ingen fraktetiketter knyttet til valgte leveringer."
"Sorry, but we can't deliver to the destination country with this shipping module.","Beklager, men vi kan ikke levere til destinasjonslandet med denne frakt-modulen."
"The shipping module is not available.","Frakt modulen er ikke tilgjengelig."
"This shipping method is not available. Please specify the zip code.","Denne fraktmetode er ikke tilgjengelig. Angi postnummeret."
Development,Utvikling
"Divide to equal weight (one request)","Dele lik vekt (én forespørsel)"
"Use origin weight (few requests)","Bruke opprinnelse vekt (få forespørsler)"
"Signature Confirmation",Signaturbekreftelse
Contents,Innholdet
Girth,Omkrets
"Shipping labels is not available.","Forsendelsesetiketter er ikke tilgjengelig."
"Response info is not exist.","Svar info finnes ikke."
"Per Package","Per pakke"
"Tracking information is unavailable.","Sporingsinformasjon er utilgjengelig."
"Items to Ship","Elementer for sending"
"Qty to Ship","Antall å sende"
"Shipment Total",Forsendelsestotalt
"Shipment Options",Forsendelsesalternativer
"Email Copy of Shipment","E-post kopi av forsendelsen"
"Invalid value(s) for Qty to Ship","Ugyldig(e) verdi(er) for antall forsendelser"
"Add Selected Product(s) to Package","Legger til valgte produkt(er) til pakken"
"Add Products to Package","Legge til produkter til pakken"
in,i
"Delete Package","Slette pakke"
Explanation,Forklaring
"Shipping &amp; Handling Information","Frakt &amp; håndteringsinginformasjon"
"Track Order","Spor ordre"
"Items Shipped","Varene er sendt"
"Shipment History","Forsendelses historikk"
"Print All Shipments","Skrive ut alle forsendelser"
"Shipment #","Forsendelse #"
"Print Shipment","Skrive ut forsendelse"
"Tracking Number(s):",Sporingsnummer:
"Order tracking",Ordresporing
"Tracking Number:",Sporingsnummer:
Carrier:,Transportør:
"Tracking information is currently not available. Please ","Sporingsinformasjon er for øyeblikket ikke tilgjengelig. Vennligst "
"contact us","kontakt oss"
" for more information or "," for mer informasjon eller "
"email us at ","kontakt oss på "
Track:,Sporing:
"There is no tracking available for this shipment.","Det finnes ingen sporing for denne forsendelsen."
"There is no tracking available.","Sporing er ikke tilgjengelig."
"Track history","Sporings forløp"
"Local Time","Lokal tid"
"See our Shipping Policy","Se retningslinjene for frakt"
"Shipping Settings Section","Innstillinger for frakt"
"Shipping Policy Parameters Section","Seksjon for fraktvilkår parametre"
"Shipping Settings",Frakt-innstillinger
Origin,Opprinnelse
"Shipping Policy Parameters","Parametre for fraktvilkår"
"Apply custom Shipping Policy","Bruke egendefinert leveringsvilkår"
"Shipping Policy",Fraktvilkår
"Track your order","Spor din bestilling"
"This order already has associated case entity","Denne ordren har allerede tilknyttede sak enhet"
"The case entity should not be empty.","Tilfelle enheten skal ikke være tomt."
"Cannot update Case entity.","Kan ikke oppdatere sak enhet."
"The ""%1"" should not be empty.","""%1"" må ikke være tomt."
"Case entity not found.","Sak enhet ikke funnet."
"Case Update: New score for the order is %1. Previous score was %2.","Case Oppdatering: Ny poengsum for ordren er %1. Forrige score var %2."
"Awaiting the Signifyd guarantee disposition.","Venter på Signifyd garanti fjerning."
"Only single entrance of ""%1"" node is required.","Bare én inngang til ""%1"" node er nødvendig."
"Not empty value for ""%1"" node is required.","Ikke-tom verdi for ""%1""-noden er nødvendig."
"%1 must implement %2","%1 må implementere %2"
"Cannot generate message.","Kan ikke generere meldingen."
"Message is generated.","Melding er generert."
"Case with the same order id already exists.","Et tilfellet med samme ordre-Id finnes allerede."
"Fraud Protection Information","Svindel Beskyttelse Informasjon"
"Signifyd Guarantee Decision","Signifyd Garanter Avgjørelse"
"Fraud Protection Section","Svindel Beskyttelse Seksjon"
"Fraud Protection","Svindel Beskyttelse"
"Protect your store from fraud with Guaranteed Fraud Protection by Signifyd.","Beskytt butikken din fra svindel med garantert sindel beskyttelse fra Signifyd."
"API Key",API-nøkkel
"Save & Generate","Lagre & Generér"
"Edit Sitemap","Redigere sidekart"
"New Sitemap","Nytt sidekart"
"Sitemap Information",Sidekartinformasjon
Sitemap,Sidekart
Filename,Filnavn
"example: sitemap.xml","eksempel: sitemap.xml"
"Add Sitemap","Legg til sidekart"
"You deleted the sitemap.","Du slettet sidekartet."
"This sitemap no longer exists.","Dette sidekartet finnes ikke lenger."
Yearly,Årlig
"Please define a correct path.","Vennligst oppgi en korrekt sti."
"Base Only","Kun standard"
"Products Options",Produktalternativer
"File size in bytes.","Fil størrelse i bytes."
"Link for Google","Link til Google"
"Last Generated","Sist generert"
"We were unable to perform the search because of a search engine misconfiguration.","Vi kunne ikke utføre søket på grunn av en feilkonfigurasjon i søkemotoren."
"Final commit","Siste utføring"
"Partial commit","Delvis utføring"
"Solr Server Hostname","Solr Server Vertsnavn"
"Solr Server Port","Solr serverport"
"Solr Server Password","Solr Server passord"
"Indexation Mode",Indekseringsmodus
"Please fill in Hostname, Port, Path","Fyll inn vertsnavn, port, bane"
"Schedule New Update","Planlegge ny oppdatering"
"View Specific Date","Vis bestemt dato"
